loss,precision,recall,val_loss,val_precision,val_recall
0.2287467122077942,0.02139364928007126,0.024519966915249825,0.20026478171348572,0.0,0.0
0.1762842983007431,0.0,0.0,0.15463867783546448,0.0,0.0
0.1359981745481491,0.0,0.0,0.11861927807331085,0.0,0.0
0.10433792322874069,0.0,0.0,0.09055263549089432,0.010256410576403141,4.246398475515889e-06
0.07972221821546555,0.0,0.0,0.06859375536441803,0.0,0.0
0.060895539820194244,0.0,0.0,0.051990702748298645,0.0,0.0
0.04671505093574524,1.0,3.524207841110183e-07,0.03953169658780098,0.0,0.0
0.03620387613773346,0.0,0.0,0.030306659638881683,0.0,0.0
0.028539864346385002,0.0,0.0,0.02359519712626934,0.0,0.0
0.023060571402311325,0.0,0.0,0.018758969381451607,0.0,0.0
0.01921794004738331,0.0,0.0,0.015372660011053085,0.0,0.0
0.0166179146617651,0.0,0.0,0.01303196046501398,0.0,0.0
0.014913665130734444,0.0,0.0,0.011482981033623219,0.0,0.0
0.013865169137716293,0.0,0.0,0.010511275380849838,0.0,0.0
0.013277559541165829,0.0,0.0,0.00994971115142107,0.0,0.0
0.012983093038201332,0.0,0.0,0.009610915556550026,0.0,0.0
0.009695588611066341,0.677361249923706,0.025671979412436485,0.007193681783974171,1.0,0.007664867676794529
0.006246509961783886,0.8524263501167297,0.34496942162513733,0.004675393924117088,0.9890493750572205,0.17085909843444824
0.004748736508190632,0.8961501717567444,0.5458554625511169,0.003934904001653194,0.9211071729660034,0.3367610573768616
0.00379862729460001,0.9206327795982361,0.6398996114730835,0.0037517244927585125,0.9145020246505737,0.3730436861515045
0.003050189698114991,0.9381232261657715,0.7220016717910767,0.003470234340056777,0.904649555683136,0.4675672650337219
0.0024312306195497513,0.9554714560508728,0.7799887657165527,0.0034813852980732918,0.8798364996910095,0.493269145488739
0.002048879163339734,0.9625930190086365,0.816072404384613,0.0036582418251782656,0.8267626166343689,0.5826367735862732
0.0017557418905198574,0.9679019451141357,0.8362131714820862,0.003838591743260622,0.8077701330184937,0.6412971019744873
0.0015593174612149596,0.9706119894981384,0.8502652049064636,0.003927144687622786,0.795669436454773,0.6601585745811462
